Student_id,Code_module,Assessment_score,Student_sum_click,Region,Highest_education,Student_final_result
288967,BBB,62.61,689.0,South East Region,Lower Than A Level,Pass
289108,BBB,50.54,1834.0,Wales,A Level or Equivalent,Pass
290914,BBB,71.72,146.0,North Region,A Level or Equivalent,Distinction
291844,BBB,41.47,722.0,East Anglian Region,A Level or Equivalent,Pass
291848,BBB,26.98,134.0,Wales,HE Qualification,Fail
293992,BBB,59.52,451.0,East Midlands Region,A Level or Equivalent,Pass
294513,BBB,70.9,1925.0,Wales,HE Qualification,Distinction
295728,BBB,39.31999999999999,296.0,Wales,Lower Than A Level,Fail
296232,BBB,63.07,620.0,South West Region,A Level or Equivalent,Pass
304607,BBB,31.29,238.0,South Region,A Level or Equivalent,Fail
305373,BBB,19.85,320.0,London Region,Lower Than A Level,Fail
307386,BBB,43.88,230.0,Ireland,HE Qualification,Pass
308345,BBB,17.39,479.0,Yorkshire Region,A Level or Equivalent,Fail
311599,BBB,82.58,331.0,London Region,A Level or Equivalent,Pass
311889,BBB,43.94,266.0,Wales,HE Qualification,Fail
313246,BBB,47.0,183.0,South West Region,A Level or Equivalent,Pass
318500,BBB,57.81,492.0,East Midlands Region,A Level or Equivalent,Fail
318876,BBB,84.89,657.0,London Region,A Level or Equivalent,Pass
319606,BBB,69.07,191.0,Ireland,A Level or Equivalent,Fail
320363,BBB,57.97,150.0,South Region,Lower Than A Level,Fail
321121,BBB,87.34999999999998,339.0,West Midlands Region,Lower Than A Level,Pass
321346,BBB,77.85,596.0,North Western Region,A Level or Equivalent,Pass
322325,BBB,36.28,211.0,South Region,Lower Than A Level,Fail
322509,BBB,68.83999999999999,950.0,South Region,A Level or Equivalent,Pass
324907,BBB,77.83999999999999,587.0,Wales,Lower Than A Level,Pass
325080,BBB,74.60999999999999,1468.0,East Midlands Region,A Level or Equivalent,Pass
325308,BBB,79.74,121.0,East Anglian Region,A Level or Equivalent,Distinction
327003,BBB,76.71,1867.0,South Region,HE Qualification,Distinction
327641,BBB,66.35,141.0,East Anglian Region,Lower Than A Level,Pass
331156,BBB,48.62,37.0,West Midlands Region,Lower Than A Level,Pass
334023,BBB,59.1,338.0,South Region,A Level or Equivalent,Pass
334565,BBB,89.97,3816.0,Wales,Post Graduate Qualification,Distinction
334981,BBB,80.44999999999999,221.0,South Region,A Level or Equivalent,Distinction
336356,BBB,84.88999999999999,622.0,South West Region,A Level or Equivalent,Pass
338168,BBB,29.51,312.0,East Anglian Region,Lower Than A Level,Fail
339381,BBB,89.86999999999999,560.0,West Midlands Region,A Level or Equivalent,Pass
340831,BBB,77.87,435.0,West Midlands Region,A Level or Equivalent,Pass
342017,BBB,20.61,219.0,West Midlands Region,Lower Than A Level,Fail
348771,BBB,40.71,182.0,South West Region,Lower Than A Level,Fail
349258,BBB,3.6,32.0,Wales,Lower Than A Level,Fail
354984,BBB,65.42999999999999,1056.0,South West Region,A Level or Equivalent,Pass
355147,BBB,79.5,638.0,South East Region,A Level or Equivalent,Pass
355643,BBB,66.78999999999999,294.0,Ireland,A Level or Equivalent,Pass
356386,BBB,13.35,304.0,South West Region,Lower Than A Level,Fail
358956,BBB,69.68999999999998,804.0,East Anglian Region,Lower Than A Level,Pass
359438,BBB,82.3,177.0,Wales,A Level or Equivalent,Distinction
360190,BBB,23.41,54.0,South West Region,Lower Than A Level,Fail
363110,BBB,50.51,214.0,South East Region,A Level or Equivalent,Pass
363396,BBB,71.49,553.0,South West Region,A Level or Equivalent,Distinction
365488,BBB,2.8000000000000003,14.0,Wales,A Level or Equivalent,Fail
367535,BBB,60.760000000000005,560.0,South West Region,Lower Than A Level,Pass
369715,BBB,65.32,842.0,West Midlands Region,Lower Than A Level,Pass
370008,BBB,35.02,858.0,Scotland,A Level or Equivalent,Fail
372997,BBB,72.8,928.0,Wales,HE Qualification,Distinction
374747,BBB,52.580000000000005,298.0,London Region,Lower Than A Level,Pass
375711,BBB,3.7,25.0,Wales,A Level or Equivalent,Fail
375717,BBB,55.36,872.0,South East Region,A Level or Equivalent,Pass
377469,BBB,71.76,290.0,South East Region,Lower Than A Level,Pass
380184,BBB,50.63,395.0,Yorkshire Region,A Level or Equivalent,Pass
380204,BBB,80.69999999999999,1140.0,West Midlands Region,A Level or Equivalent,Pass
381533,BBB,72.57,1798.0,South West Region,Lower Than A Level,Pass
381544,BBB,71.69,618.0,East Anglian Region,HE Qualification,Pass
381909,BBB,95.03,1756.0,Yorkshire Region,A Level or Equivalent,Distinction
381917,BBB,77.53999999999999,2522.0,East Anglian Region,A Level or Equivalent,Distinction
383241,BBB,72.63,1882.0,Scotland,HE Qualification,Pass
383967,BBB,63.93,269.0,East Anglian Region,A Level or Equivalent,Pass
384636,BBB,17.89,434.0,Wales,Lower Than A Level,Fail
384884,BBB,61.21,1192.0,South Region,Lower Than A Level,Pass
386374,BBB,4.5,18.0,South Region,Lower Than A Level,Fail
389249,BBB,58.09,411.0,Wales,A Level or Equivalent,Pass
391153,BBB,76.90999999999998,1077.0,Ireland,A Level or Equivalent,Pass
392604,BBB,77.06,1288.0,South Region,Lower Than A Level,Pass
392733,BBB,2.6500000000000004,116.0,London Region,HE Qualification,Fail
393131,BBB,18.32,111.0,Scotland,Lower Than A Level,Fail
394067,BBB,83.19,304.0,West Midlands Region,Lower Than A Level,Distinction
394331,BBB,62.1,839.0,East Midlands Region,Lower Than A Level,Pass
394480,BBB,3.65,42.0,South Region,Lower Than A Level,Fail
394520,BBB,59.33999999999999,395.0,North Region,Lower Than A Level,Pass
395374,BBB,54.83999999999999,507.0,London Region,HE Qualification,Pass
396456,BBB,76.3,696.0,Wales,HE Qualification,Distinction
396799,BBB,83.36000000000001,919.0,South East Region,A Level or Equivalent,Distinction
397312,BBB,57.32,847.0,Yorkshire Region,A Level or Equivalent,Fail
397747,BBB,55.44,1551.0,South Region,Lower Than A Level,Pass
397829,BBB,59.66,548.0,Wales,A Level or Equivalent,Pass
401441,BBB,20.89,292.0,South Region,Lower Than A Level,Fail
405268,BBB,78.19999999999999,199.0,North Western Region,A Level or Equivalent,Distinction
406600,BBB,53.16,313.0,Wales,A Level or Equivalent,Pass
406974,BBB,53.05,200.0,West Midlands Region,A Level or Equivalent,Fail
408581,BBB,83.14999999999999,762.0,East Anglian Region,A Level or Equivalent,Distinction
411895,BBB,13.88,24.0,East Anglian Region,Lower Than A Level,Fail
417263,BBB,63.17,868.0,East Anglian Region,A Level or Equivalent,Pass
417684,BBB,85.16,806.0,South East Region,A Level or Equivalent,Distinction
420663,BBB,66.07,251.0,South East Region,Lower Than A Level,Pass
421326,BBB,63.190000000000005,83.0,Wales,Lower Than A Level,Fail
421992,BBB,35.34,719.0,East Anglian Region,Lower Than A Level,Fail
423652,BBB,64.63999999999999,307.0,East Anglian Region,Lower Than A Level,Distinction
424014,BBB,83.16,1084.0,Scotland,Lower Than A Level,Pass
424863,BBB,3.0,64.0,Ireland,Lower Than A Level,Fail
429099,BBB,82.13,705.0,Yorkshire Region,A Level or Equivalent,Distinction
429417,BBB,80.88999999999999,745.0,Scotland,Lower Than A Level,Pass
432480,BBB,58.17,151.0,North Western Region,A Level or Equivalent,Pass
435282,BBB,18.62,710.0,South West Region,A Level or Equivalent,Fail
437171,BBB,71.7,1079.0,East Midlands Region,A Level or Equivalent,Pass
437565,BBB,79.21,1239.0,East Anglian Region,Lower Than A Level,Pass
439109,BBB,44.290000000000006,237.0,West Midlands Region,Lower Than A Level,Fail
439710,BBB,85.61999999999999,631.0,South East Region,A Level or Equivalent,Distinction
442497,BBB,15.74,187.0,London Region,Lower Than A Level,Fail
444561,BBB,55.19,1355.0,Wales,Lower Than A Level,Pass
444858,BBB,49.7,646.0,London Region,A Level or Equivalent,Fail
444872,BBB,62.98,486.0,South East Region,Lower Than A Level,Pass
445415,BBB,78.21999999999998,502.0,West Midlands Region,A Level or Equivalent,Pass
445494,BBB,78.61,388.0,South Region,HE Qualification,Pass
446296,BBB,7.55,124.0,Wales,Lower Than A Level,Fail
446650,BBB,69.49,818.0,London Region,A Level or Equivalent,Pass
446755,BBB,88.17,816.0,South West Region,HE Qualification,Distinction
447184,BBB,66.69,749.0,South East Region,Lower Than A Level,Pass
447265,BBB,42.63999999999999,162.0,London Region,No Formal quals,Pass
447292,BBB,16.2,228.0,North Western Region,HE Qualification,Fail
465369,BBB,72.19999999999999,210.0,East Anglian Region,A Level or Equivalent,Pass
466856,BBB,73.6,200.0,South West Region,A Level or Equivalent,Distinction
467100,BBB,43.43,1400.0,South Region,Lower Than A Level,Fail
467303,BBB,65.81,493.0,South West Region,A Level or Equivalent,Pass
467580,BBB,72.25,858.0,Scotland,A Level or Equivalent,Pass
468349,BBB,31.43,122.0,East Anglian Region,A Level or Equivalent,Fail
469177,BBB,71.48,232.0,West Midlands Region,HE Qualification,Pass
470113,BBB,65.74999999999999,487.0,London Region,A Level or Equivalent,Pass
470693,BBB,86.47,3262.0,Scotland,HE Qualification,Distinction
471925,BBB,68.07,713.0,Yorkshire Region,Lower Than A Level,Pass
473509,BBB,3.85,1275.0,West Midlands Region,Lower Than A Level,Fail
474607,BBB,26.64,125.0,South West Region,Lower Than A Level,Fail
475981,BBB,71.92999999999999,90.0,South Region,Lower Than A Level,Pass
476037,BBB,32.7,504.0,South Region,Lower Than A Level,Fail
477779,BBB,63.81,317.0,London Region,A Level or Equivalent,Fail
478242,BBB,64.19999999999999,229.0,Yorkshire Region,Lower Than A Level,Pass
478317,BBB,39.27,644.0,Scotland,Lower Than A Level,Fail
479738,BBB,67.25999999999999,453.0,West Midlands Region,Lower Than A Level,Pass
480372,BBB,53.62,131.0,North Western Region,Lower Than A Level,Pass
481150,BBB,70.05,436.0,Ireland,A Level or Equivalent,Pass
481947,BBB,3.5,71.0,West Midlands Region,Lower Than A Level,Fail
483031,BBB,83.32,510.0,North Western Region,A Level or Equivalent,Distinction
483468,BBB,78.24,611.0,Wales,HE Qualification,Pass
483485,BBB,77.60999999999999,369.0,Wales,Lower Than A Level,Pass
483921,BBB,15.02,456.0,East Anglian Region,Lower Than A Level,Fail
485180,BBB,71.47,665.0,South West Region,Lower Than A Level,Pass
485262,BBB,85.94999999999999,6763.0,North Region,Lower Than A Level,Pass
485675,BBB,40.44,271.0,North Western Region,A Level or Equivalent,Fail
485980,BBB,65.63,994.0,East Midlands Region,Lower Than A Level,Pass
486994,BBB,74.78999999999999,2451.0,East Anglian Region,A Level or Equivalent,Distinction
487002,BBB,73.03,1424.0,South East Region,A Level or Equivalent,Distinction
487543,BBB,49.42999999999999,506.0,East Anglian Region,A Level or Equivalent,Pass
489198,BBB,5.5,141.0,South Region,Lower Than A Level,Fail
490391,BBB,62.9,356.0,Scotland,Lower Than A Level,Pass
492928,BBB,49.6,100.0,Scotland,A Level or Equivalent,Fail
493559,BBB,55.28,225.0,Scotland,A Level or Equivalent,Pass
494896,BBB,62.41,340.0,East Anglian Region,Lower Than A Level,Pass
495876,BBB,0.8,16.0,South East Region,Lower Than A Level,Fail
500279,BBB,2.85,117.0,East Anglian Region,A Level or Equivalent,Fail
501095,BBB,88.13,783.0,South West Region,Lower Than A Level,Pass
504352,BBB,58.61,745.0,London Region,Lower Than A Level,Fail
504967,BBB,27.76,94.0,East Midlands Region,Lower Than A Level,Fail
505899,BBB,42.53999999999999,860.0,Wales,A Level or Equivalent,Pass
506622,BBB,86.91999999999999,1620.0,Yorkshire Region,A Level or Equivalent,Distinction
506650,BBB,64.22,12.0,South West Region,A Level or Equivalent,Pass
507983,BBB,22.7,185.0,Yorkshire Region,A Level or Equivalent,Fail
508100,BBB,70.26,765.0,South Region,Lower Than A Level,Fail
508400,BBB,42.29,984.0,North Region,HE Qualification,Fail
508470,BBB,71.08,431.0,North Western Region,Lower Than A Level,Pass
508940,BBB,58.64,353.0,London Region,Lower Than A Level,Pass
509696,BBB,66.52000000000001,356.0,East Anglian Region,A Level or Equivalent,Pass
510141,BBB,14.71,5.0,East Anglian Region,Lower Than A Level,Fail
511506,BBB,11.98,1076.0,South East Region,A Level or Equivalent,Fail
511901,BBB,55.88999999999999,190.0,Yorkshire Region,A Level or Equivalent,Pass
513077,BBB,53.06,1215.0,Wales,Lower Than A Level,Fail
514031,BBB,52.86,1157.0,Ireland,Lower Than A Level,Pass
516601,BBB,75.89999999999999,183.0,South East Region,Lower Than A Level,Fail
517679,BBB,81.55999999999999,578.0,Yorkshire Region,A Level or Equivalent,Distinction
518711,BBB,1.75,19.0,North Western Region,A Level or Equivalent,Fail
519078,BBB,73.58999999999999,401.0,East Anglian Region,Lower Than A Level,Pass
519084,BBB,4.15,22.0,Wales,Lower Than A Level,Fail
519859,BBB,87.46,1085.0,South East Region,A Level or Equivalent,Pass
522087,BBB,79.81,389.0,West Midlands Region,A Level or Equivalent,Distinction
523247,BBB,79.81,909.0,East Anglian Region,Lower Than A Level,Distinction
524290,BBB,71.72999999999999,811.0,South Region,Lower Than A Level,Pass
525942,BBB,75.95,103.0,Scotland,Lower Than A Level,Fail
526285,BBB,51.09,290.0,Scotland,A Level or Equivalent,Pass
529438,BBB,58.56999999999999,188.0,Wales,A Level or Equivalent,Fail
531755,BBB,60.31999999999999,242.0,Scotland,HE Qualification,Pass
532274,BBB,49.98,325.0,West Midlands Region,A Level or Equivalent,Fail
532617,BBB,76.83,257.0,East Midlands Region,A Level or Equivalent,Distinction
533077,BBB,55.62,1035.0,North Region,Lower Than A Level,Fail
533210,BBB,81.80999999999999,908.0,South East Region,A Level or Equivalent,Distinction
533527,BBB,76.46,246.0,East Anglian Region,Lower Than A Level,Fail
534143,BBB,41.58,81.0,West Midlands Region,Lower Than A Level,Fail
534163,BBB,63.58,242.0,South West Region,Lower Than A Level,Fail
535077,BBB,63.78999999999999,1562.0,Yorkshire Region,HE Qualification,Pass
535462,BBB,15.07,38.0,South West Region,A Level or Equivalent,Fail
535506,BBB,59.47,598.0,Wales,A Level or Equivalent,Pass
535548,BBB,51.46,373.0,East Midlands Region,Lower Than A Level,Pass
536286,BBB,81.61999999999999,1103.0,South West Region,Lower Than A Level,Distinction
536629,BBB,78.27,313.0,South Region,A Level or Equivalent,Pass
536805,BBB,61.650000000000006,264.0,West Midlands Region,A Level or Equivalent,Pass
537077,BBB,76.94999999999999,179.0,West Midlands Region,A Level or Equivalent,Pass
537171,BBB,82.02999999999999,551.0,North Region,No Formal quals,Pass
537373,BBB,67.26,1453.0,Yorkshire Region,Lower Than A Level,Pass
537605,BBB,3.1500000000000004,37.0,East Midlands Region,A Level or Equivalent,Fail
537698,BBB,68.17999999999999,899.0,East Anglian Region,Lower Than A Level,Pass
539675,BBB,31.23,116.0,South East Region,Lower Than A Level,Fail
539894,BBB,64.42999999999999,282.0,Yorkshire Region,HE Qualification,Pass
540558,BBB,89.74000000000001,2436.0,East Midlands Region,Lower Than A Level,Pass
541769,BBB,47.94,1109.0,East Anglian Region,Lower Than A Level,Pass
542466,BBB,61.99999999999999,556.0,Scotland,A Level or Equivalent,Pass
542547,BBB,60.31,188.0,Wales,A Level or Equivalent,Pass
545146,BBB,55.01,231.0,East Anglian Region,A Level or Equivalent,Pass
545196,BBB,62.41,1577.0,South West Region,Lower Than A Level,Pass
545223,BBB,48.96,39.0,East Midlands Region,Lower Than A Level,Fail
545254,BBB,64.72999999999999,306.0,Ireland,Lower Than A Level,Pass
546202,BBB,72.4,488.0,South Region,Lower Than A Level,Pass
546302,BBB,3.1500000000000004,12.0,East Midlands Region,A Level or Equivalent,Fail
547018,BBB,26.770000000000003,464.0,East Anglian Region,A Level or Equivalent,Fail
547487,BBB,89.66999999999999,406.0,South Region,Lower Than A Level,Distinction
547556,BBB,53.31,268.0,South Region,Lower Than A Level,Fail
548296,BBB,13.62,55.0,South Region,A Level or Equivalent,Fail
548445,BBB,70.97,279.0,East Midlands Region,Lower Than A Level,Fail
548844,BBB,10.95,205.0,London Region,Lower Than A Level,Fail
549078,BBB,39.03,86.0,London Region,A Level or Equivalent,Fail
549190,BBB,84.83,123.0,West Midlands Region,A Level or Equivalent,Pass
550269,BBB,65.04999999999998,149.0,Scotland,Lower Than A Level,Pass
551053,BBB,38.79,66.0,Wales,Lower Than A Level,Fail
551252,BBB,91.93,1094.0,South West Region,A Level or Equivalent,Distinction
551515,BBB,74.63,1088.0,Scotland,Lower Than A Level,Pass
551718,BBB,22.3,868.0,South East Region,A Level or Equivalent,Fail
551953,BBB,29.53,199.0,South West Region,HE Qualification,Fail
552025,BBB,19.61,21.0,North Western Region,A Level or Equivalent,Fail
553437,BBB,4.55,59.0,Wales,A Level or Equivalent,Fail
553733,BBB,18.23,159.0,London Region,A Level or Equivalent,Fail
553807,BBB,32.77,28.0,South East Region,Lower Than A Level,Fail
553808,BBB,62.05,778.0,South East Region,A Level or Equivalent,Pass
554004,BBB,72.25999999999999,948.0,East Midlands Region,HE Qualification,Pass
554969,BBB,84.59,267.0,North Western Region,A Level or Equivalent,Distinction
555015,BBB,81.57,1065.0,Scotland,A Level or Equivalent,Distinction
555720,BBB,14.66,8.0,North Western Region,Lower Than A Level,Fail
555860,BBB,47.63,249.0,West Midlands Region,Lower Than A Level,Fail
555994,BBB,59.46,324.0,London Region,Lower Than A Level,Fail
556012,BBB,32.35,298.0,East Anglian Region,Lower Than A Level,Fail
556853,BBB,52.02999999999999,195.0,South Region,A Level or Equivalent,Pass
556877,BBB,69.42,1756.0,South West Region,A Level or Equivalent,Pass
557029,BBB,58.54,133.0,East Midlands Region,HE Qualification,Fail
557351,BBB,32.89999999999999,312.0,South West Region,A Level or Equivalent,Fail
558084,BBB,88.64999999999999,1994.0,Wales,Lower Than A Level,Pass
558595,BBB,63.42,286.0,South Region,A Level or Equivalent,Pass
558921,BBB,90.12,804.0,West Midlands Region,HE Qualification,Distinction
559336,BBB,77.38,531.0,West Midlands Region,A Level or Equivalent,Pass
559381,BBB,75.00999999999999,250.0,South Region,HE Qualification,Pass
559467,BBB,54.39,113.0,East Anglian Region,A Level or Equivalent,Pass
559573,BBB,48.19,285.0,North Western Region,A Level or Equivalent,Fail
559831,BBB,59.17999999999999,194.0,East Midlands Region,A Level or Equivalent,Pass
559861,BBB,78.49999999999999,2245.0,South East Region,A Level or Equivalent,Pass
560238,BBB,87.6,671.0,Yorkshire Region,Lower Than A Level,Distinction
560536,BBB,57.99,372.0,Wales,HE Qualification,Pass
561060,BBB,83.21999999999998,1815.0,East Anglian Region,A Level or Equivalent,Pass
561061,BBB,74.8,209.0,Yorkshire Region,A Level or Equivalent,Pass
561953,BBB,74.58,302.0,East Anglian Region,A Level or Equivalent,Pass
561978,BBB,83.19999999999999,345.0,South West Region,A Level or Equivalent,Distinction
562857,BBB,69.83999999999999,2998.0,London Region,Lower Than A Level,Pass
563413,BBB,79.30999999999999,718.0,South Region,A Level or Equivalent,Distinction
563487,BBB,69.02,1068.0,East Anglian Region,A Level or Equivalent,Pass
563754,BBB,71.29,207.0,South West Region,Lower Than A Level,Pass
563986,BBB,41.22,779.0,North Western Region,Lower Than A Level,Fail
563987,BBB,69.14,562.0,North Western Region,A Level or Equivalent,Pass
564409,BBB,81.61,224.0,Scotland,A Level or Equivalent,Pass
564906,BBB,61.84,473.0,North Western Region,Lower Than A Level,Pass
565009,BBB,29.6,239.0,East Anglian Region,Lower Than A Level,Fail
565344,BBB,18.42,138.0,London Region,A Level or Equivalent,Fail
565869,BBB,70.50999999999999,1107.0,East Anglian Region,Lower Than A Level,Pass
565988,BBB,3.75,153.0,North Region,Lower Than A Level,Fail
566181,BBB,40.09,555.0,South West Region,A Level or Equivalent,Pass
566669,BBB,43.29,583.0,South East Region,A Level or Equivalent,Pass
567048,BBB,66.78999999999999,1553.0,East Anglian Region,A Level or Equivalent,Pass
567059,BBB,54.50999999999999,85.0,East Midlands Region,Lower Than A Level,Pass
567757,BBB,68.46,252.0,Wales,A Level or Equivalent,Pass
567889,BBB,70.85,291.0,South West Region,Lower Than A Level,Pass
567963,BBB,70.6,1420.0,London Region,Lower Than A Level,Pass
568042,BBB,2.0,94.0,East Anglian Region,Lower Than A Level,Fail
568370,BBB,43.39,588.0,West Midlands Region,A Level or Equivalent,Pass
568559,BBB,67.05,1095.0,East Midlands Region,Lower Than A Level,Pass
568968,BBB,51.84,360.0,South Region,Lower Than A Level,Pass
569225,BBB,62.829999999999984,424.0,South Region,A Level or Equivalent,Pass
569663,BBB,85.15999999999998,2839.0,South Region,Lower Than A Level,Pass
569664,BBB,83.72,787.0,London Region,Lower Than A Level,Pass
569761,BBB,79.26,742.0,East Midlands Region,Lower Than A Level,Pass
569864,BBB,64.69999999999999,362.0,London Region,Lower Than A Level,Pass
569970,BBB,69.6,812.0,East Midlands Region,Lower Than A Level,Pass
570031,BBB,81.49999999999999,620.0,North Western Region,Lower Than A Level,Pass
570239,BBB,46.89999999999999,254.0,West Midlands Region,Lower Than A Level,Fail
570437,BBB,87.78999999999999,4945.0,Scotland,A Level or Equivalent,Distinction
570627,BBB,92.48,2422.0,South East Region,A Level or Equivalent,Distinction
571223,BBB,61.54,1352.0,East Anglian Region,Lower Than A Level,Pass
571540,BBB,65.09,401.0,East Anglian Region,Lower Than A Level,Pass
571614,BBB,59.42,560.0,Ireland,Lower Than A Level,Pass
571880,BBB,70.60999999999999,607.0,Scotland,Lower Than A Level,Pass
571897,BBB,62.71,565.0,East Midlands Region,A Level or Equivalent,Pass
571954,BBB,68.90999999999998,344.0,London Region,HE Qualification,Pass
572187,BBB,47.60999999999999,357.0,Scotland,HE Qualification,Fail
572290,BBB,91.59,201.0,South East Region,HE Qualification,Pass
573323,BBB,69.46,213.0,South West Region,A Level or Equivalent,Distinction
573488,BBB,46.49999999999999,91.0,East Anglian Region,Lower Than A Level,Pass
573496,BBB,70.17,154.0,South Region,A Level or Equivalent,Pass
573806,BBB,82.07999999999998,1130.0,South East Region,A Level or Equivalent,Distinction
573851,BBB,66.41,458.0,East Midlands Region,Lower Than A Level,Pass
573853,BBB,58.5,231.0,Ireland,A Level or Equivalent,Pass
574569,BBB,63.63999999999999,279.0,London Region,A Level or Equivalent,Pass
575602,BBB,58.79999999999999,510.0,London Region,A Level or Equivalent,Pass
575680,BBB,63.28999999999999,362.0,South East Region,Lower Than A Level,Pass
576375,BBB,73.97999999999999,475.0,North Western Region,Lower Than A Level,Pass
576738,BBB,93.38,1254.0,South Region,Lower Than A Level,Distinction
577304,BBB,1.8,174.0,North Western Region,Lower Than A Level,Fail
577527,BBB,74.34,462.0,South East Region,Lower Than A Level,Pass
577676,BBB,68.50999999999998,609.0,South Region,HE Qualification,Pass
577905,BBB,2.5500000000000003,3.0,South West Region,Lower Than A Level,Fail
578003,BBB,17.04,118.0,South West Region,HE Qualification,Fail
578282,BBB,31.6,286.0,North Region,Lower Than A Level,Fail
578574,BBB,62.85,988.0,East Midlands Region,Lower Than A Level,Pass
579537,BBB,74.9,208.0,Ireland,A Level or Equivalent,Pass
579720,BBB,61.42999999999999,587.0,West Midlands Region,A Level or Equivalent,Fail
580688,BBB,77.63999999999999,2380.0,South Region,A Level or Equivalent,Distinction
581222,BBB,57.45,443.0,East Midlands Region,A Level or Equivalent,Pass
581353,BBB,71.75,1050.0,South West Region,Lower Than A Level,Pass
581459,BBB,13.85,174.0,South West Region,Lower Than A Level,Fail
582742,BBB,36.69,501.0,West Midlands Region,Lower Than A Level,Fail
583102,BBB,53.54999999999999,253.0,East Anglian Region,A Level or Equivalent,Fail
583950,BBB,51.1,382.0,North Western Region,Lower Than A Level,Fail
585048,BBB,81.02,768.0,North Western Region,HE Qualification,Pass
585150,BBB,76.23999999999998,375.0,West Midlands Region,A Level or Equivalent,Pass
585547,BBB,76.74,1310.0,London Region,A Level or Equivalent,Pass
585727,BBB,19.040000000000003,77.0,East Anglian Region,A Level or Equivalent,Fail
586086,BBB,63.76999999999999,920.0,Wales,Lower Than A Level,Pass
586712,BBB,89.64999999999999,1917.0,East Midlands Region,A Level or Equivalent,Pass
586995,BBB,62.45,1270.0,South Region,Lower Than A Level,Pass
587181,BBB,53.48,237.0,South Region,A Level or Equivalent,Pass
587524,BBB,81.61999999999999,1292.0,Yorkshire Region,A Level or Equivalent,Distinction
587538,BBB,71.73,273.0,South East Region,Lower Than A Level,Distinction
587780,BBB,81.2,1790.0,North Western Region,A Level or Equivalent,Pass
588039,BBB,46.83,219.0,South East Region,A Level or Equivalent,Pass
588302,BBB,78.43,1577.0,Scotland,A Level or Equivalent,Pass
588459,BBB,20.55,196.0,Wales,Lower Than A Level,Fail
588484,BBB,57.83,185.0,Yorkshire Region,A Level or Equivalent,Pass
588685,BBB,23.040000000000003,95.0,Scotland,HE Qualification,Fail
589333,BBB,57.650000000000006,512.0,South Region,A Level or Equivalent,Pass
589444,BBB,77.78,481.0,South West Region,A Level or Equivalent,Distinction
589862,BBB,60.84,812.0,North Western Region,Lower Than A Level,Pass
589997,BBB,89.81,382.0,South West Region,A Level or Equivalent,Distinction
590408,BBB,54.900000000000006,533.0,London Region,Lower Than A Level,Fail
590812,BBB,14.09,94.0,Wales,Lower Than A Level,Fail
590870,BBB,25.86,190.0,South East Region,A Level or Equivalent,Fail
591547,BBB,32.85,859.0,North Region,A Level or Equivalent,Fail
591725,BBB,22.39,1.0,Wales,Lower Than A Level,Fail
591743,BBB,15.81,103.0,North Region,Lower Than A Level,Fail
592193,BBB,82.67,384.0,South East Region,A Level or Equivalent,Distinction
592725,BBB,61.86,162.0,West Midlands Region,A Level or Equivalent,Pass
593345,BBB,31.63,213.0,Yorkshire Region,A Level or Equivalent,Fail
594061,BBB,85.63999999999999,3662.0,East Anglian Region,A Level or Equivalent,Distinction
594417,BBB,67.11,356.0,Yorkshire Region,HE Qualification,Pass
595047,BBB,84.73,1125.0,East Midlands Region,Lower Than A Level,Pass
596171,BBB,92.09,494.0,North Region,HE Qualification,Distinction
596533,BBB,58.36,775.0,Yorkshire Region,A Level or Equivalent,Pass
597316,BBB,69.49,1548.0,North Western Region,Lower Than A Level,Pass
597730,BBB,53.23,460.0,East Midlands Region,A Level or Equivalent,Fail
597882,BBB,60.37,2042.0,East Midlands Region,A Level or Equivalent,Pass
598495,BBB,16.89,780.0,Scotland,HE Qualification,Fail
598614,BBB,65.78,101.0,Scotland,A Level or Equivalent,Pass
598624,BBB,70.64999999999999,188.0,East Midlands Region,A Level or Equivalent,Pass
598694,BBB,88.19999999999999,586.0,West Midlands Region,A Level or Equivalent,Pass
598918,BBB,78.03,1004.0,Ireland,A Level or Equivalent,Distinction
599132,BBB,63.36,312.0,North Western Region,HE Qualification,Pass
599161,BBB,39.74,2091.0,Scotland,Lower Than A Level,Fail
599202,BBB,89.77,2277.0,Scotland,A Level or Equivalent,Distinction
599207,BBB,42.52,2447.0,Wales,Lower Than A Level,Pass
599495,BBB,80.44999999999999,1607.0,South West Region,A Level or Equivalent,Distinction
599769,BBB,18.97,401.0,South Region,Lower Than A Level,Fail
599990,BBB,74.05,395.0,East Midlands Region,A Level or Equivalent,Pass
601010,BBB,58.4,631.0,Wales,HE Qualification,Pass
601238,BBB,54.38,414.0,East Midlands Region,Lower Than A Level,Pass
601356,BBB,74.14,1337.0,East Anglian Region,Lower Than A Level,Distinction
601616,BBB,75.67999999999999,196.0,West Midlands Region,A Level or Equivalent,Pass
601862,BBB,73.85999999999999,252.0,Wales,Lower Than A Level,Pass
602011,BBB,42.57000000000001,278.0,Scotland,Lower Than A Level,Fail
602815,BBB,41.99999999999999,162.0,Yorkshire Region,Lower Than A Level,Fail
602929,BBB,25.110000000000003,129.0,South Region,Lower Than A Level,Fail
602991,BBB,68.71,3859.0,North Western Region,A Level or Equivalent,Pass
603112,BBB,66.33999999999999,240.0,South Region,Lower Than A Level,Pass
603762,BBB,83.69999999999999,412.0,South East Region,A Level or Equivalent,Distinction
